"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Назначение кожи";"Characteristics:Тип сырья";"Characteristics:Вид кожи";"Characteristics:Минимальный заказ";Characteristics:Цвет;Characteristics:Особенности;Characteristics:Сорт;"Characteristics:Размер шкур";"Characteristics:Толщина (мм)";"Characteristics:Страна производства";"Characteristics:Вид покрытия";"Characteristics:Тип молнии";"Characteristics:Вид соединения";"Characteristics:Цвет тесьмы";"Characteristics:Цвет металла";Characteristics:Длина;"Characteristics:Происхождение сырья";Characteristics:Диаметр;Weight;Length;Width;Height;Unit;Portion;Url
698604331572;;;;;"Дубленочный материал Меринос ""Croco"" - фут2 - Оттенок коричневого";;;;7.00;;10;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;2ogOuhSKIprM4kFOjpS5;512746235112;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/512746235112-dublenochnii-material-merinos-croco?editionuid=698604331572
913533730962;;;;;"Дубленочный материал Меринос ""Croco"" - дм2 - Оттенок коричневого";;;;0.75;;1.07;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;xiL4VEMxOr4s6y3ATAaH;512746235112;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/512746235112-dublenochnii-material-merinos-croco?editionuid=913533730962
689170879522;;;;"Дубленочный;Дубленка / Меринос";"Дубленочный материал Меринос ""Pink""";;;https://static.tildacdn.com/stor3962-3564-4333-a632-356363656635/52368798.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;67LKevhK3aAPMK2d4XGH;;Одежная;Овчина;Дубленка;;Розовый;;;"5-6 фут";;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/689170879522-dublenochnii-material-merinos-pink
941114366302;;;;;"Дубленочный материал Меринос ""Pink"" - фут2 - Оттенок розового";;;;6.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок розового #d65656";;heMrk83bXlCJ6bm1KSoV;689170879522;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/689170879522-dublenochnii-material-merinos-pink?editionuid=941114366302
986515267372;;;;;"Дубленочный материал Меринос ""Pink"" - дм2 - Оттенок розового";;;;0.64;;;"Единица измерения:дм2;Оттенок цвета:Оттенок розового #d65656";;Z3d6r8HPv6vLMcG2688H;689170879522;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/689170879522-dublenochnii-material-merinos-pink?editionuid=986515267372
364483193342;;;;"Одежная;Одежная / Гладкая";"Vip Black";;;https://static.tildacdn.com/stor3635-3966-4338-a338-633434316335/28997031.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;f0Hk84mbDKuVKgsNlHSp;;Одежная;Овчина;;;Черный;Арт-VIPBLACK;1;"9-10 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/364483193342-vip-black
572397836162;;;;;"Vip Black - фут2 - Оттенок черного";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;gdRiG1J2plKJXJ6faGlx;364483193342;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/364483193342-vip-black?editionuid=572397836162
480890829822;;;;;"Vip Black - дм2 - Оттенок черного";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;ZGNCuCdMiXIbdkuvauEJ;364483193342;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/364483193342-vip-black?editionuid=480890829822
356726322732;;;;"Одежная;Одежная / Гладкая";"Giysilik Black";;;https://static.tildacdn.com/stor3537-6134-4361-b735-363839373534/36034470.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;rcOOStbnk9rRxi63puJ4;;Одежная;Овчина;;;Черный;Арт-VAKUM;1;"9-10 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/356726322732-giysilik-black
753422188852;;;;;"Giysilik Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;lpiYR81GEsEkJVM0rBU6;356726322732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/356726322732-giysilik-black?editionuid=753422188852
218246622712;;;;;"Giysilik Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;asbNtfkxcbrdLHN6FKLS;356726322732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/356726322732-giysilik-black?editionuid=218246622712
792982223882;;;;"Одежная;Одежная / Гладкая";"Zig Black";;;https://static.tildacdn.com/stor3138-3361-4538-a537-386536323738/32240076.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;HTm9iP616KIBpGZbf0yF;;Одежная;Овчина;;;Черный;Арт-ZIGBLACK;1;"9-10 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/792982223882-zig-black
278925819022;;;;;"Zig Black - фут2 - Оттенок черного";;;;3.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;BvUejx8y52xYyUJMPgmc;792982223882;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/792982223882-zig-black?editionuid=278925819022
776744987112;;;;;"Zig Black - дм2 - Оттенок черного";;;;0.32;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;SCo4eoh0SXiVKv7XhjUH;792982223882;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/792982223882-zig-black?editionuid=776744987112
850392475992;;;;"Одежная;Одежная / Гладкая";"Nappa Visky";;;https://static.tildacdn.com/stor3833-3334-4835-b531-333834303434/31206327.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;FyVHkM2moUB3rel4UkjL;;Одежная;Овчина;;;Коричневый;Арт-NAPPAVISKY;1;"6-7 фут";0.7-0.8;;;;;;;;Африка;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/850392475992-nappa-visky
776548512822;;;;;"Nappa Visky - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;163VyraDPXOu0ecbjzMm;850392475992;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/850392475992-nappa-visky?editionuid=776548512822
965823495662;;;;;"Nappa Visky - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;HzuJpC0nOGHadbL1HN5T;850392475992;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/850392475992-nappa-visky?editionuid=965823495662
163095583612;;;;"Одежная;Одежная / Гладкая";"Nappa Red";;;https://static.tildacdn.com/stor3735-3038-4535-b034-323566363264/90966652.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;a50J2cmxBkuaG8T7sKbi;;Одежная;Овчина;;;Красный;Арт-NAPPARED;1;"6-7 фут";0.7-0.8;;;;;;;;Африка;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/163095583612-nappa-red
177522233512;;;;;"Nappa Red - фут2 - Оттенок красного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок красного #ff0000";;k2FzfC1D2nb81aii3Js6;163095583612;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/163095583612-nappa-red?editionuid=177522233512
888004955702;;;;;"Nappa Red - дм2 - Оттенок красного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок красного #ff0000";;JiafI0r4kFXnOUg3oEhx;163095583612;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/163095583612-nappa-red?editionuid=888004955702
787939533132;;;;"Одежная;Одежная / Перфорированная";"Perforated Black";;;https://static.tildacdn.com/stor3664-6630-4538-a335-333762393030/43772186.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;yFrYpj0j5PAat5ug56lV;;Одежная;Овчина;;;Черный;Арт-PERFORATED;1;"7-8 фут2";0.7-0.8;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/787939533132-perforated-black
773826628712;;;;;"Perforated Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;D5J6mzg8haxJf5zDIaI9;787939533132;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/787939533132-perforated-black?editionuid=773826628712
419726307702;;;;;"Perforated Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;ocNIyPe2A5UfiG8hEGeB;787939533132;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/787939533132-perforated-black?editionuid=419726307702
627490306522;;;;"Одежная;Одежная / Перфорированная";"Perforated Brown";;;https://static.tildacdn.com/stor3137-3231-4930-a231-613539613462/85189364.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;p3SgDpbcBycH6YsaFI1Z;;Одежная;Овчина;;;Коричневый;Арт-PERFORATED;1;"7-8 фут2";0.7-0.8;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/627490306522-perforated-brown
595618043762;;;;;"Perforated Brown - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;lBSviLTnLNU6Tz2ghcZo;627490306522;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/627490306522-perforated-brown?editionuid=595618043762
909191129412;;;;;"Perforated Brown - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;gNbfeV4YkKzMj73AmlRU;627490306522;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/627490306522-perforated-brown?editionuid=909191129412
213460780122;;;;"Одежная;Одежная / Перфорированная";"Perforated Dark Brown";;;https://static.tildacdn.com/stor3165-3466-4565-b163-366137303466/93772838.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;F5cCYlh4ur1etedtnvSz;;Одежная;Овчина;;;Коричневый;Арт-PERFORATED;1;"7-8 фут2";0.7-0.8;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/213460780122-perforated-dark-brown
596663544982;;;;;"Perforated Dark Brown - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;pamleTxGLGex6yYOt38K;213460780122;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/213460780122-perforated-dark-brown?editionuid=596663544982
931012403162;;;;;"Perforated Dark Brown - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;7leaxHEItRPr6iLlT25e;213460780122;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/213460780122-perforated-dark-brown?editionuid=931012403162
498208614312;;;;"Одежная;Одежная / Винтажная";"Marocco Black";;;https://static.tildacdn.com/stor3431-3165-4031-b939-626432316135/38819508.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;XKgjdVyIkhfy3DyLFsuj;;Одежная;Овчина;;;Черный;Арт-MAROCCOBLACK;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/498208614312-marocco-black
170110344942;;;;;"Marocco Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;oBpdb4VlrLcdptBbaDj1;498208614312;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/498208614312-marocco-black?editionuid=170110344942
633418146652;;;;;"Marocco Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;oUTv8HvrYVjMXJdlcv0G;498208614312;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/498208614312-marocco-black?editionuid=633418146652
503976184682;;;;"Одежная;Одежная / Винтажная";"Marocco Green";;;https://static.tildacdn.com/stor6636-6664-4538-b862-346365666239/76982295.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;i3pe8yvzVUCZK0YDZ81d;;Одежная;Овчина;;;Зеленый;Арт-MAROCCOGREEN;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/503976184682-marocco-green
647981231542;;;;;"Marocco Green - фут2 - Оттенок зеленого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок зеленого #028a34";;YMXp4PvggUVNS7FTAK3C;503976184682;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/503976184682-marocco-green?editionuid=647981231542
287729091282;;;;;"Marocco Green - дм2 - Оттенок зеленого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок зеленого #028a34";;68hL2UAto5XoefynfjBa;503976184682;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/503976184682-marocco-green?editionuid=287729091282
230531567202;;;;"Одежная;Одежная / Винтажная";"Zig Antik";;;https://static.tildacdn.com/stor3535-3631-4237-b064-666563633365/38691674.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Ua01LBc10XMORa51ulio;;Одежная;Овчина;;;Коричневый;Арт-ZIGANTIK;1;"7-8 фут2";0.7-0.8;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/230531567202-zig-antik
214969491562;;;;;"Zig Antik - фут2 - Оттенок коричневого";;;;4.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;n4AxIi6TRNZTn1V815M2;230531567202;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/230531567202-zig-antik?editionuid=214969491562
991909547382;;;;;"Zig Antik - дм2 - Оттенок коричневого";;;;0.43;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;X8CGb2bZA2dJu2YIfNs6;230531567202;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/230531567202-zig-antik?editionuid=991909547382
381247238812;;;;"Одежная;Одежная / Гладкая";"Full Vegetale Pressed";;;https://static.tildacdn.com/stor3764-6331-4631-b739-366536646131/67130162.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;brTSZ2dSko6X7DeFjr1Z;;Одежная;Овчина;;;Коричневый;Арт-VEGETALEBROWN;1;"6-7 фут2";0.7-0.8;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/381247238812-full-vegetale-pressed
951564324952;;;;;"Full Vegetale Pressed - Оттенок коричневого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;GpFMASkl162ytsRgmMrC;381247238812;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/381247238812-full-vegetale-pressed?editionuid=951564324952
148296485512;;;;;"Full Vegetale Pressed - Оттенок коричневого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;Mj2cco0RvEn0LK4zOpNn;381247238812;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/381247238812-full-vegetale-pressed?editionuid=148296485512
561218535252;;;;"Замша;Замша / Гладкая";"Suede Marocco Taba";;;https://static.tildacdn.com/stor6233-6230-4739-b033-666338636235/66144688.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;ui4h5Y48FF2S7yZ98L8k;;Одежная;Овчина;Замша;;Коричневый;;;"5-6 фут2";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/zamsha/tproduct/561218535252-suede-marocco-taba
473006899812;;;;;"Suede Marocco Taba - фут2 - Оттенок коричневого";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;YzK2nMBAzcuUN7fd2KtT;561218535252;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/561218535252-suede-marocco-taba?editionuid=473006899812
305107428082;;;;;"Suede Marocco Taba - дм2 - Оттенок коричневого";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;VhxBY5SxBpNrB4GPhFg0;561218535252;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/561218535252-suede-marocco-taba?editionuid=305107428082
464991367302;;;;"Замша;Замша / Гладкая";"Suede Marocco Grey";;;https://static.tildacdn.com/stor6335-6430-4463-b263-346630633365/33495188.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;LyetANZz1VhLoxhHrXhk;;Одежная;Овчина;Замша;;Серый;;;"5-6 фут2";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/zamsha/tproduct/464991367302-suede-marocco-grey
316718383062;;;;;"Suede Marocco Grey - фут2 - Оттенок серого";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок серого #9e9898";;pKkpzHtO4r8LS8mOZRzi;464991367302;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/464991367302-suede-marocco-grey?editionuid=316718383062
861959144932;;;;;"Suede Marocco Grey - дм2 - Оттенок серого";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок серого #9e9898";;ZYFkILLOMb9hv7T3TgTL;464991367302;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/464991367302-suede-marocco-grey?editionuid=861959144932
372423027212;;;;"Замша;Замша / Фактурная";"Sandy Suede D.Brown";;;https://static.tildacdn.com/stor3433-3938-4637-b562-363434303636/64737410.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;y4isY426x0txyhdyLYr0;;Одежная;Овчина;Замша;;Коричневый;;;"4-5 фут2";0.7-0.8;;;;;;;;Африка;;0;0;0;0;FOT;1;https://ozelifkoja.ru/zamsha/tproduct/372423027212-sandy-suede-dbrown
314412201352;;;;;"Sandy Suede D.Brown - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;rmncnfuhgvHceEuRuc4F;372423027212;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/372423027212-sandy-suede-dbrown?editionuid=314412201352
564954215452;;;;;"Sandy Suede D.Brown - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;SdgCTpkM2Al29Eb97yvB;372423027212;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/372423027212-sandy-suede-dbrown?editionuid=564954215452
135758126232;;;;"Замша;Замша / Фактурная";"Sandy Suede Black";;;https://static.tildacdn.com/stor3464-3430-4638-a638-383162373634/70668791.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;fSguLnj0IOkic1i9S4Rz;;Одежная;Овчина;Замша;;Черный;;;"4-5 фут2";0.7-0.8;;;;;;;;Африка;;0;0;0;0;FOT;1;https://ozelifkoja.ru/zamsha/tproduct/135758126232-sandy-suede-black
173458239492;;;;;"Sandy Suede Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;Zm6O400geAIBYMvvblBB;135758126232;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/135758126232-sandy-suede-black?editionuid=173458239492
992358977912;;;;;"Sandy Suede Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;Cbr0Z5fY2FHDY91DSTZV;135758126232;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/zamsha/tproduct/135758126232-sandy-suede-black?editionuid=992358977912
564770761822;;;;"Одежная;Одежная / Фактурная";"Jeans Effect";;;https://static.tildacdn.com/stor6137-3763-4435-b463-633064663764/48917537.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;uJCM7U39xMo8YSCLkHjc;;Одежная;Овчина;;;Синий;Арт-JEANS;1;"9-10 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/564770761822-jeans-effect
533811812232;;;;;"Jeans Effect - Оттенок синего";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок синего #0938f0";;S7TxteLHzPY6SFCG4T92;564770761822;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/564770761822-jeans-effect?editionuid=533811812232
958718143442;;;;;"Jeans Effect - Оттенок синего";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок синего #0938f0";;cIF5NY98L5k0GNLp4oUT;564770761822;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/564770761822-jeans-effect?editionuid=958718143442
378521427732;;;;"Одежная;Одежная / Фактурная";"Jeans Effect";;;https://static.tildacdn.com/stor3737-6632-4862-b965-353937336533/79527277.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;RlhbdZsdgxNtohSoGEpI;;Одежная;Овчина;;;Синий;Арт-JEANS;1;"9-10 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/378521427732-jeans-effect
796796465212;;;;;"Jeans Effect - Оттенок синего";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок синего #0938f0";;rZkA2F9JHEeaJZ5Axxc2;378521427732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/378521427732-jeans-effect?editionuid=796796465212
923238949952;;;;;"Jeans Effect - Оттенок синего";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок синего #0938f0";;hgAAz3bVXpYLFUXRCm1H;378521427732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/378521427732-jeans-effect?editionuid=923238949952
709019811212;;;;"Одежная;Одежная / Фактурная";"Jeans Effect";;;https://static.tildacdn.com/stor3634-6539-4138-a533-373762633061/75459313.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;zXkr4X3DR0TMsV3C48h2;;Одежная;Овчина;;;Синий;Арт-JEANS;1;"9-10 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/709019811212-jeans-effect
